rotation	id	translation	layers	rA	rB	vertices	edges	cross_edges	status	seconds
w[15]	w_15_e985ff9c27d9	((Fraction(59, 96), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1), Fraction(0, 1), Fraction(-7, 96), Fraction(0, 1), Fraction(-1, 32)), (Fraction(0, 1), Fraction(-7, 96), Fraction(0, 1), Fraction(-1, 32), Fraction(5, 96), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1)))	3	1.9	1.9	3733	24854	88	UNSAT	48.572
w[15]	w_15_e985ff9c27d9	((Fraction(59, 96), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1), Fraction(0, 1), Fraction(-7, 96), Fraction(0, 1), Fraction(-1, 32)), (Fraction(0, 1), Fraction(-7, 96), Fraction(0, 1), Fraction(-1, 32), Fraction(5, 96), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1)))	3	1.8	1.8	3397	21696	88	UNSAT	53.875
w[15]	w_15_f8118fb32899	((Fraction(-83, 96), Fraction(0, 1), Fraction(5, 32), Fraction(0, 1), Fraction(0, 1), Fraction(7, 96), Fraction(0, 1), Fraction(1, 96)), (Fraction(0, 1), Fraction(13, 96), Fraction(0, 1), Fraction(-5, 96), Fraction(-7, 96), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1)))	3	1.9	1.9	3733	24851	86	UNSAT	73.502
w[15]	w_15_f8118fb32899	((Fraction(-83, 96), Fraction(0, 1), Fraction(5, 32), Fraction(0, 1), Fraction(0, 1), Fraction(7, 96), Fraction(0, 1), Fraction(1, 96)), (Fraction(0, 1), Fraction(13, 96), Fraction(0, 1), Fraction(-5, 96), Fraction(-7, 96), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1)))	3	1.8	1.8	3397	21694	86	UNSAT	141.305
w[15]	w_15_0b6f726b0765	((Fraction(-17, 48), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(1, 48)), (Fraction(0, 1), Fraction(1, 2), Fraction(0, 1), Fraction(1, 48), Fraction(-7, 48), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.9	1.9	3733	24850	86	UNSAT	63.714
w[3]	w_3_eb818c3e343f	((Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(1, 3), Fraction(0, 1), Fraction(0, 1)))	3	2.2	2.2	3270	25515	23462	SAT	1.252
w[3]	w_3_eb818c3e343f	((Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(1, 3), Fraction(0, 1), Fraction(0, 1)))	3	2.0	2.0	2866	22187	23462	SAT	1.030
w[3]	w_3_23f0f9d6e6fe	((Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(-1, 3), Fraction(0, 1), Fraction(0, 1)))	3	2.2	2.2	3270	25515	23462	SAT	1.183
w[3]	w_3_23f0f9d6e6fe	((Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(-1, 3), Fraction(0, 1), Fraction(0, 1)))	3	2.0	2.0	2866	22187	23462	SAT	1.046
w[3]	w_3_b92782c79b7b	((Fraction(-1, 2), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(0, 1)))	3	2.2	2.2	3270	25515	23462	SAT	1.146
w[3]	w_3_b92782c79b7b	((Fraction(-1, 2), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(0, 1)))	3	2.0	2.0	2866	22187	23462	SAT	1.060
w[3]	w_3_1b548a072c50	((Fraction(1, 2), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(1, 6), Fraction(0, 1), Fraction(0, 1)))	3	2.2	2.2	3270	25515	23462	SAT	1.201
w[3]	w_3_1b548a072c50	((Fraction(1, 2), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(1, 6), Fraction(0, 1), Fraction(0, 1)))	3	2.0	2.0	2866	22187	23462	SAT	1.018
w[3]	w_3_25b1c470a651	((Fraction(-1, 2), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(1, 6), Fraction(0, 1), Fraction(0, 1)))	3	2.2	2.2	3270	25515	23462	SAT	1.148
w[3]	w_3_25b1c470a651	((Fraction(-1, 2), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(1, 6), Fraction(0, 1), Fraction(0, 1)))	3	2.0	2.0	2866	22187	23462	SAT	1.039
w[3]	w_3_aeab9c57b949	((Fraction(1, 2), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(0, 1)))	3	2.2	2.2	3270	25515	23462	SAT	1.168
w[3]	w_3_aeab9c57b949	((Fraction(1, 2), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(0, 1)))	3	2.0	2.0	2866	22187	23462	SAT	1.076
w[3]	w_3_36b9850f32ba	((Fraction(1, 12), Fraction(0, 1), Fraction(0, 1), Fraction(1, 12)), (Fraction(0, 1), Fraction(1, 12), Fraction(-1, 12), Fraction(0, 1)))	3	2.2	2.2	3352	26429	22296	SAT	1.189
w[3]	w_3_36b9850f32ba	((Fraction(1, 12), Fraction(0, 1), Fraction(0, 1), Fraction(1, 12)), (Fraction(0, 1), Fraction(1, 12), Fraction(-1, 12), Fraction(0, 1)))	3	2.0	2.0	2936	22937	22296	SAT	1.035
w[3]	w_3_8246845d897b	((Fraction(1, 6), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(0, 1), Fraction(1, 6), Fraction(0, 1)))	3	2.2	2.2	3352	26429	22296	SAT	1.205
w[3]	w_3_8246845d897b	((Fraction(1, 6), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(0, 1), Fraction(1, 6), Fraction(0, 1)))	3	2.0	2.0	2936	22937	22296	SAT	1.067
w[3]	w_3_4c2f122c59be	((Fraction(1, 12), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 12)), (Fraction(0, 1), Fraction(-1, 12), Fraction(-1, 12), Fraction(0, 1)))	3	2.2	2.2	3352	26429	22296	SAT	1.227
w[3]	w_3_4c2f122c59be	((Fraction(1, 12), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 12)), (Fraction(0, 1), Fraction(-1, 12), Fraction(-1, 12), Fraction(0, 1)))	3	2.0	2.0	2936	22937	22296	SAT	1.046
w[3]	w_3_e471ed8cf53f	((Fraction(1, 12), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 12)), (Fraction(0, 1), Fraction(1, 12), Fraction(1, 12), Fraction(0, 1)))	3	2.2	2.2	3352	26429	22296	SAT	1.223
w[3]	w_3_e471ed8cf53f	((Fraction(1, 12), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 12)), (Fraction(0, 1), Fraction(1, 12), Fraction(1, 12), Fraction(0, 1)))	3	2.0	2.0	2936	22937	22296	SAT	1.046
w[3]	w_3_74a383634951	((Fraction(-1, 12), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 12)), (Fraction(0, 1), Fraction(1, 12), Fraction(-1, 12), Fraction(0, 1)))	3	2.2	2.2	3352	26429	22296	SAT	1.234
w[3]	w_3_74a383634951	((Fraction(-1, 12), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 12)), (Fraction(0, 1), Fraction(1, 12), Fraction(-1, 12), Fraction(0, 1)))	3	2.0	2.0	2936	22937	22296	SAT	1.061
w[3]	w_3_ff2636e646fa	((Fraction(-13, 6), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(1, 6), Fraction(1, 3), Fraction(0, 1)))	3	2.2	2.2	4306	32315	4568	SAT	1.437
w[3]	w_3_ff2636e646fa	((Fraction(-13, 6), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(1, 6), Fraction(1, 3), Fraction(0, 1)))	3	2.0	2.0	3838	28445	4568	SAT	1.327
w[3]	w_3_8e66342351dc	((Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	2.2	2.2	2263	15924	0	SAT	0.782
w[3]	w_3_8e66342351dc	((Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	2.0	2.0	1999	13890	0	SAT	0.708
t28	t28_1c7b3a8a7d21	((Fraction(-37, 112), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(3, 112), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 168)), (Fraction(0, 1), Fraction(-53, 336), Fraction(9, 56), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 336), Fraction(0, 1), Fraction(0, 1)))	3	2.2	2.2	4525	31848	61	SAT	2.733
t28	t28_1c7b3a8a7d21	((Fraction(-37, 112), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(3, 112), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 168)), (Fraction(0, 1), Fraction(-53, 336), Fraction(9, 56), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 336), Fraction(0, 1), Fraction(0, 1)))	3	2.0	2.0	3997	27780	61	SAT	2.392
t28	t28_a7d4a3e7407e	((Fraction(-5, 21), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 12), Fraction(-1, 56), Fraction(0, 1), Fraction(0, 1), Fraction(1, 168)), (Fraction(0, 1), Fraction(-5, 56), Fraction(-13, 168), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 84), Fraction(0, 1), Fraction(0, 1)))	3	2.2	2.2	4525	31848	61	SAT	2.747
w[15]	w_15_0b6f726b0765	((Fraction(-17, 48), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(1, 48)), (Fraction(0, 1), Fraction(1, 2), Fraction(0, 1), Fraction(1, 48), Fraction(-7, 48), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.8	1.8	3397	21693	86	UNSAT	133.899
t28	t28_a7d4a3e7407e	((Fraction(-5, 21), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 12), Fraction(-1, 56), Fraction(0, 1), Fraction(0, 1), Fraction(1, 168)), (Fraction(0, 1), Fraction(-5, 56), Fraction(-13, 168), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 84), Fraction(0, 1), Fraction(0, 1)))	3	2.0	2.0	3997	27780	61	SAT	2.471
t28	t28_251c8005044d	((Fraction(27, 112), Fraction(0, 1), Fraction(0, 1), Fraction(-83, 336), Fraction(1, 56), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(-23, 56), Fraction(1, 4), Fraction(0, 1), Fraction(0, 1), Fraction(1, 112), Fraction(-1, 112), Fraction(0, 1)))	3	2.2	2.2	4525	31848	60	SAT	2.746
w[11]	w_11_28025915a392	((Fraction(-1, 6), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(0, 1), Fraction(1, 6), Fraction(0, 1)))	3	2.2	2.2	4226	30837	6742	SAT	1.406
t28	t28_251c8005044d	((Fraction(27, 112), Fraction(0, 1), Fraction(0, 1), Fraction(-83, 336), Fraction(1, 56), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(-23, 56), Fraction(1, 4), Fraction(0, 1), Fraction(0, 1), Fraction(1, 112), Fraction(-1, 112), Fraction(0, 1)))	3	2.0	2.0	3997	27780	60	SAT	2.453
w[11]	w_11_28025915a392	((Fraction(-1, 6), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(0, 1), Fraction(1, 6), Fraction(0, 1)))	3	2.0	2.0	3726	26825	6742	SAT	1.262
w[11]	w_11_72d043bff9bc	((Fraction(-1, 12), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 12)), (Fraction(0, 1), Fraction(-1, 12), Fraction(1, 12), Fraction(0, 1)))	3	2.2	2.2	4226	30837	6742	SAT	1.458
t28	t28_4dbd28e82362	((Fraction(-55, 84), Fraction(0, 1), Fraction(0, 1), Fraction(55, 336), Fraction(-1, 56), Fraction(0, 1), Fraction(0, 1), Fraction(1, 336)), (Fraction(0, 1), Fraction(-1, 168), Fraction(-55, 336), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 84), Fraction(1, 112), Fraction(0, 1)))	3	2.2	2.2	4525	31848	60	SAT	2.805
w[11]	w_11_72d043bff9bc	((Fraction(-1, 12), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 12)), (Fraction(0, 1), Fraction(-1, 12), Fraction(1, 12), Fraction(0, 1)))	3	2.0	2.0	3726	26825	6742	SAT	1.247
w[11]	w_11_5a728a579dcb	((Fraction(-1, 2), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(1, 2), Fraction(0, 1), Fraction(0, 1)))	3	2.2	2.2	4275	31142	6005	SAT	1.460
t28	t28_4dbd28e82362	((Fraction(-55, 84), Fraction(0, 1), Fraction(0, 1), Fraction(55, 336), Fraction(-1, 56), Fraction(0, 1), Fraction(0, 1), Fraction(1, 336)), (Fraction(0, 1), Fraction(-1, 168), Fraction(-55, 336), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 84), Fraction(1, 112), Fraction(0, 1)))	3	2.0	2.0	3997	27780	60	SAT	2.504
t16	t16_229513190948	((Fraction(227, 384), Fraction(0, 1), Fraction(0, 1), Fraction(1, 128), Fraction(0, 1), Fraction(-31, 384), Fraction(-3, 128), Fraction(0, 1)), (Fraction(0, 1), Fraction(-31, 384), Fraction(-3, 128), Fraction(0, 1), Fraction(29, 384), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 128)))	3	2.2	2.2	4525	31848	61	SAT	2.815
w[11]	w_11_5a728a579dcb	((Fraction(-1, 2), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(1, 2), Fraction(0, 1), Fraction(0, 1)))	3	2.0	2.0	3783	27200	6005	SAT	1.263
t16	t16_229513190948	((Fraction(227, 384), Fraction(0, 1), Fraction(0, 1), Fraction(1, 128), Fraction(0, 1), Fraction(-31, 384), Fraction(-3, 128), Fraction(0, 1)), (Fraction(0, 1), Fraction(-31, 384), Fraction(-3, 128), Fraction(0, 1), Fraction(29, 384), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 128)))	3	2.0	2.0	3997	27780	61	SAT	2.504
w[11]	w_11_8e7c4cf69dd5	((Fraction(-5, 6), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1)))	3	2.2	2.2	4275	31142	6005	SAT	1.491
t28	t28_7666267acac5	((Fraction(29, 336), Fraction(0, 1), Fraction(0, 1), Fraction(1, 12), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(1, 336)), (Fraction(0, 1), Fraction(1, 12), Fraction(-139, 336), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 336), Fraction(0, 1), Fraction(0, 1)))	3	2.2	2.2	4525	31848	60	SAT	2.817
w[11]	w_11_8e7c4cf69dd5	((Fraction(-5, 6), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1)))	3	2.0	2.0	3783	27200	6005	SAT	1.254
t28	t28_7666267acac5	((Fraction(29, 336), Fraction(0, 1), Fraction(0, 1), Fraction(1, 12), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(1, 336)), (Fraction(0, 1), Fraction(1, 12), Fraction(-139, 336), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 336), Fraction(0, 1), Fraction(0, 1)))	3	2.0	2.0	3997	27780	60	SAT	2.421
w[11]	w_11_6b6d9bb2b0f9	((Fraction(1, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	2.2	2.2	4275	31142	6005	SAT	1.437
t16	t16_841b81b093a3	((Fraction(-77, 384), Fraction(0, 1), Fraction(0, 1), Fraction(1, 128), Fraction(0, 1), Fraction(1, 384), Fraction(1, 128), Fraction(0, 1)), (Fraction(0, 1), Fraction(43, 128), Fraction(13, 128), Fraction(0, 1), Fraction(-21, 128), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 128)))	3	2.2	2.2	4525	31849	61	SAT	2.837
w[11]	w_11_6b6d9bb2b0f9	((Fraction(1, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	2.0	2.0	3783	27200	6005	SAT	1.317
t16	t16_841b81b093a3	((Fraction(-77, 384), Fraction(0, 1), Fraction(0, 1), Fraction(1, 128), Fraction(0, 1), Fraction(1, 384), Fraction(1, 128), Fraction(0, 1)), (Fraction(0, 1), Fraction(43, 128), Fraction(13, 128), Fraction(0, 1), Fraction(-21, 128), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 128)))	3	2.0	2.0	3997	27781	61	SAT	2.419
t28	t28_6adf87867852	((Fraction(221, 672), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 672), Fraction(-1, 224), Fraction(0, 1), Fraction(0, 1), Fraction(1, 224)), (Fraction(0, 1), Fraction(-1, 672), Fraction(-221, 672), Fraction(0, 1), Fraction(0, 1), Fraction(1, 224), Fraction(1, 224), Fraction(0, 1)))	3	2.2	2.2	4525	31848	60	SAT	2.695
w[11]	w_11_e2e657f8c369	((Fraction(7, 12), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 12)), (Fraction(0, 1), Fraction(5, 12), Fraction(-1, 12), Fraction(0, 1)))	3	2.2	2.2	4256	30856	5958	SAT	1.510
w[11]	w_11_e2e657f8c369	((Fraction(7, 12), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 12)), (Fraction(0, 1), Fraction(5, 12), Fraction(-1, 12), Fraction(0, 1)))	3	2.0	2.0	3758	26876	5958	SAT	1.203
t28	t28_6adf87867852	((Fraction(221, 672), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 672), Fraction(-1, 224), Fraction(0, 1), Fraction(0, 1), Fraction(1, 224)), (Fraction(0, 1), Fraction(-1, 672), Fraction(-221, 672), Fraction(0, 1), Fraction(0, 1), Fraction(1, 224), Fraction(1, 224), Fraction(0, 1)))	3	2.0	2.0	3997	27780	60	SAT	2.450
t16	t16_1ed461d2a205	((Fraction(15, 64), Fraction(0, 1), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1), Fraction(-47, 192), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(-13, 32), Fraction(3, 64), Fraction(0, 1), Fraction(1, 4), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 64)))	3	2.2	2.2	4525	31848	60	SAT	2.808
w[11]	w_11_5e1135944084	((Fraction(-7, 12), Fraction(0, 1), Fraction(0, 1), Fraction(1, 12)), (Fraction(0, 1), Fraction(-5, 12), Fraction(1, 12), Fraction(0, 1)))	3	2.2	2.2	4256	30856	5958	SAT	1.431
w[11]	w_11_5e1135944084	((Fraction(-7, 12), Fraction(0, 1), Fraction(0, 1), Fraction(1, 12)), (Fraction(0, 1), Fraction(-5, 12), Fraction(1, 12), Fraction(0, 1)))	3	2.0	2.0	3758	26876	5958	SAT	1.274
t16	t16_1ed461d2a205	((Fraction(15, 64), Fraction(0, 1), Fraction(0, 1), Fraction(1, 32), Fraction(0, 1), Fraction(-47, 192), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(-13, 32), Fraction(3, 64), Fraction(0, 1), Fraction(1, 4), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 64)))	3	2.0	2.0	3997	27780	60	SAT	2.392
t28	t28_ad0ec67b31c4	((Fraction(69, 56), Fraction(0, 1), Fraction(0, 1), Fraction(-83, 336), Fraction(1, 112), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(-9, 112), Fraction(1, 4), Fraction(0, 1), Fraction(0, 1), Fraction(1, 56), Fraction(-1, 112), Fraction(0, 1)))	3	2.2	2.2	4525	31848	60	SAT	2.788
w[11]	w_11_a107283831b7	((Fraction(1, 4), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 12)), (Fraction(0, 1), Fraction(-1, 12), Fraction(-1, 4), Fraction(0, 1)))	3	2.2	2.2	4284	31305	5940	SAT	1.476
w[11]	w_11_a107283831b7	((Fraction(1, 4), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 12)), (Fraction(0, 1), Fraction(-1, 12), Fraction(-1, 4), Fraction(0, 1)))	3	2.0	2.0	3790	27337	5940	SAT	1.207
t28	t28_ad0ec67b31c4	((Fraction(69, 56), Fraction(0, 1), Fraction(0, 1), Fraction(-83, 336), Fraction(1, 112), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(-9, 112), Fraction(1, 4), Fraction(0, 1), Fraction(0, 1), Fraction(1, 56), Fraction(-1, 112), Fraction(0, 1)))	3	2.0	2.0	3997	27780	60	SAT	2.486
t16	t16_2a35c70d13a3	((Fraction(-31, 48), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1), Fraction(31, 192), Fraction(1, 64), Fraction(0, 1)), (Fraction(0, 1), Fraction(-1, 96), Fraction(-1, 16), Fraction(0, 1), Fraction(-31, 192), Fraction(0, 1), Fraction(0, 1), Fraction(1, 64)))	3	2.2	2.2	4525	31848	60	SAT	2.796
w[11]	w_11_302038f51808	((Fraction(-1, 4), Fraction(0, 1), Fraction(0, 1), Fraction(1, 12)), (Fraction(0, 1), Fraction(1, 12), Fraction(1, 4), Fraction(0, 1)))	3	2.2	2.2	4284	31305	5940	SAT	1.414
w[11]	w_11_302038f51808	((Fraction(-1, 4), Fraction(0, 1), Fraction(0, 1), Fraction(1, 12)), (Fraction(0, 1), Fraction(1, 12), Fraction(1, 4), Fraction(0, 1)))	3	2.0	2.0	3790	27337	5940	SAT	1.243
t16	t16_2a35c70d13a3	((Fraction(-31, 48), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 32), Fraction(0, 1), Fraction(31, 192), Fraction(1, 64), Fraction(0, 1)), (Fraction(0, 1), Fraction(-1, 96), Fraction(-1, 16), Fraction(0, 1), Fraction(-31, 192), Fraction(0, 1), Fraction(0, 1), Fraction(1, 64)))	3	2.0	2.0	3997	27780	60	SAT	2.410
t28	t28_214427bbdddd	((Fraction(283, 672), Fraction(0, 1), Fraction(0, 1), Fraction(55, 672), Fraction(-1, 224), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 224)), (Fraction(0, 1), Fraction(-169, 672), Fraction(389, 672), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 224), Fraction(1, 224), Fraction(0, 1)))	3	2.2	2.2	4525	31848	60	SAT	2.916
w[11]	w_11_326ce5bf9f01	((Fraction(1, 4), Fraction(0, 1), Fraction(0, 1), Fraction(1, 12)), (Fraction(0, 1), Fraction(1, 12), Fraction(-1, 4), Fraction(0, 1)))	3	2.2	2.2	4284	31305	5940	SAT	1.462
w[11]	w_11_326ce5bf9f01	((Fraction(1, 4), Fraction(0, 1), Fraction(0, 1), Fraction(1, 12)), (Fraction(0, 1), Fraction(1, 12), Fraction(-1, 4), Fraction(0, 1)))	3	2.0	2.0	3790	27337	5940	SAT	1.302
t28	t28_214427bbdddd	((Fraction(283, 672), Fraction(0, 1), Fraction(0, 1), Fraction(55, 672), Fraction(-1, 224), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 224)), (Fraction(0, 1), Fraction(-169, 672), Fraction(389, 672), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 224), Fraction(1, 224), Fraction(0, 1)))	3	2.0	2.0	3997	27780	60	SAT	2.385
t16	t16_9037b006ed65	((Fraction(17, 192), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(1, 12), Fraction(1, 64), Fraction(0, 1)), (Fraction(0, 1), Fraction(1, 12), Fraction(-1, 64), Fraction(0, 1), Fraction(-79, 192), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	2.2	2.2	4525	31848	60	SAT	2.688
w[11]	w_11_e53339eebf3c	((Fraction(5, 12), Fraction(0, 1), Fraction(0, 1), Fraction(1, 36)), (Fraction(0, 1), Fraction(-5, 36), Fraction(1, 12), Fraction(0, 1)))	3	2.2	2.2	4274	31219	5887	SAT	1.419
w[11]	w_11_e53339eebf3c	((Fraction(5, 12), Fraction(0, 1), Fraction(0, 1), Fraction(1, 36)), (Fraction(0, 1), Fraction(-5, 36), Fraction(1, 12), Fraction(0, 1)))	3	2.0	2.0	3769	27168	5887	SAT	1.275
t16	t16_9037b006ed65	((Fraction(17, 192), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(1, 12), Fraction(1, 64), Fraction(0, 1)), (Fraction(0, 1), Fraction(1, 12), Fraction(-1, 64), Fraction(0, 1), Fraction(-79, 192), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	2.0	2.0	3997	27780	60	SAT	2.529
t28	t28_31a14c432bc2	((Fraction(27, 56), Fraction(0, 1), Fraction(0, 1), Fraction(1, 336), Fraction(-1, 112), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(55, 336), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(1, 56), Fraction(-1, 112), Fraction(0, 1)))	3	2.2	2.2	4525	31848	60	SAT	2.808
w[11]	w_11_65f78ba121dc	((Fraction(2, 1), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 6)), (Fraction(0, 1), Fraction(-1, 1), Fraction(1, 2), Fraction(0, 1)))	3	2.2	2.2	4493	32044	888	SAT	1.423
w[11]	w_11_65f78ba121dc	((Fraction(2, 1), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 6)), (Fraction(0, 1), Fraction(-1, 1), Fraction(1, 2), Fraction(0, 1)))	3	2.0	2.0	3970	27948	888	SAT	1.313
t16	t16_c10723f2fbca	((Fraction(125, 384), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 128), Fraction(0, 1), Fraction(-1, 384), Fraction(3, 128), Fraction(0, 1)), (Fraction(0, 1), Fraction(-1, 384), Fraction(3, 128), Fraction(0, 1), Fraction(-125, 384), Fraction(0, 1), Fraction(0, 1), Fraction(1, 128)))	3	2.2	2.2	4525	31848	60	SAT	2.691
t28	t28_31a14c432bc2	((Fraction(27, 56), Fraction(0, 1), Fraction(0, 1), Fraction(1, 336), Fraction(-1, 112), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(55, 336), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(1, 56), Fraction(-1, 112), Fraction(0, 1)))	3	2.0	2.0	3997	27780	60	SAT	2.434
