g6	n	Delta	delta	maxm	minm	alo	ahi	nok	interval	L
GCZTnw	8	6	3	4.75	3.6666666666666665	0.27	1.0	147	1	10.061206537948127
GCZTnk	8	6	2	5.0	3.0	0.255	1.0	150	1	10.298020417975776
GCZTn[	8	6	3	4.75	3.8333333333333335	0.27	1.0	147	1	10.139346574240568
GCZTm{	8	6	2	5.0	3.6666666666666665	0.255	0.73	96	1	10.298020417975776
GCZTn{	8	7	3	5.25	3.857142857142857	0.195	1.0	162	1	11.261953561953536
GCZVvo	8	5	3	4.666666666666667	3.8	0.225	0.735	103	1	8.80062108964828
GCZVvw	8	6	3	5.0	3.8	0.04	0.845	162	1	9.95374980259815
GCZVvs	8	6	3	5.333333333333333	4.0	0.27	0.9500000000000001	137	1	10.881441324469808
GCZVv{	8	7	3	5.666666666666667	4.142857142857143	0.245	0.855	123	1	11.732373868876776
GCZVno	8	5	3	4.5	3.6	0.17	0.89	145	1	8.888089948057452
GCZVnw	8	6	3	5.0	3.8333333333333335	0.245	1.0	152	1	10.311618612073653
GCZVns	8	6	3	5.0	4.0	0.275	0.985	143	1	10.801669600428207
GCZVnk	8	6	2	5.25	3.5	0.26	0.97	143	1	11.029864978971808
GCZVm{	8	6	2	5.25	4.0	0.265	0.59	66	1	10.95741559366579
GCZVn{	8	7	3	5.5	4.142857142857143	0.24	0.9400000000000001	141	1	11.8106031356027
GCZV^o	8	5	3	4.666666666666667	3.6	0.17	0.805	128	1	8.888089948057452
GCZV^w	8	6	3	5.0	3.8333333333333335	0.255	0.96	142	1	10.228025574723235
GCZV^s	8	6	3	5.333333333333333	4.0	0.275	0.915	129	1	10.801669600428207
GCZV^k	8	6	3	5.0	4.166666666666667	0.27	1.0	147	1	10.881441324469808
GCZV^[	8	6	2	5.333333333333333	4.333333333333333	0.26	0.77	103	1	11.029864978971808
GCZV]{	8	6	2	5.25	4.166666666666667	0.265	0.5750000000000001	63	1	10.95741559366579
GCZV\{	8	6	3	5.333333333333333	4.166666666666667	0.27	0.9500000000000001	137	1	10.881441324469808
GCZVZ{	8	6	3	5.333333333333333	4.166666666666667	0.27	0.9500000000000001	137	1	10.881441324469808
GCZV^{	8	7	3	5.666666666666667	4.142857142857143	0.24	0.885	130	1	11.8106031356027
GCZU~o	8	5	2	4.5	3.6	0.115	0.59	96	1	8.953627914727
GCZU~w	8	6	2	5.0	3.8333333333333335	0.245	0.53	58	1	10.311618612073653
GCZU~s	8	6	2	5.0	4.0	0.27	0.595	66	1	10.881441324469806
GCZU~{	8	7	2	5.5	4.142857142857143	0.23500000000000001	0.505	55	1	11.88528800384283
GCZT~o	8	5	3	4.666666666666667	3.6	0.17	0.805	128	1	8.888089948057452
GCZT~w	8	6	3	5.0	3.8333333333333335	0.255	0.96	142	1	10.228025574723235
GCZT~s	8	6	3	5.333333333333333	4.0	0.275	0.915	129	1	10.801669600428207
GCZT~k	8	6	3	5.25	4.0	0.27	1.0	147	1	10.881441324469808
GCZT}{	8	6	2	5.25	4.166666666666667	0.265	0.5750000000000001	63	1	10.95741559366579
GCZT|{	8	6	2	5.333333333333333	4.25	0.26	0.77	103	1	11.029864978971808
GCZT~{	8	7	3	5.666666666666667	4.142857142857143	0.24	0.885	130	1	11.8106031356027
GCZV~w	8	6	3	5.333333333333333	4.0	0.23	0.89	133	1	10.453079051715148
GCZV~{	8	7	3	6.0	4.428571428571429	0.24	0.9	133	1	12.558592281537436
GCZLf_	8	4	3	3.6666666666666665	3.0	0.41000000000000003	1.0	119	1	7.349334969450372
GCZLfO	8	4	2	3.6666666666666665	3.0	0.395	0.875	97	1	7.483983413001363
GCZLeo	8	4	2	3.6666666666666665	3.0	0.395	0.875	97	1	7.483983413001363
GCZLdo	8	4	2	3.6666666666666665	3.0	0.395	0.875	97	1	7.483983413001363
GCZLeW	8	4	2	4.0	2.6666666666666665	0.355	0.835	97	1	7.819507424745385
GCZLdW	8	4	2	4.0	3.0	0.365	0.635	55	1	7.717486788127612
GCZLcw	8	4	2	4.0	3.0	0.365	0.635	55	1	7.717486788127612
GCZLaw	8	4	2	4.0	2.6666666666666665	0.38	0.765	78	1	7.606119105813881
GCZLeS	8	4	2	4.0	3.0	0.375	0.6950000000000001	65	1	7.606119105813881
GCZLdS	8	4	2	4.0	3.0	0.375	0.63	52	1	7.606119105813881
GCZLbS	8	4	2	4.0	3.0	0.395	0.74	70	1	7.483983413001363
GCZLcs	8	4	2	4.0	2.75	0.365	0.735	75	1	7.717486788127612
GCZLas	8	4	2	4.0	3.0	0.41000000000000003	0.715	62	1	7.349334969450372
GCZLc[	8	4	2	4.0	3.0	0.35000000000000003	0.665	64	1	7.819507424745385
GCZLfo	8	5	3	4.0	3.3333333333333335	0.335	1.0	134	1	8.294695259168398
GCZLfg	8	5	3	4.0	3.3333333333333335	0.305	1.0	140	1	8.422207972711195
GCZLfW	8	5	2	4.333333333333333	3.0	0.275	0.965	139	1	8.625310320438224
GCZLew	8	5	2	4.333333333333333	3.0	0.275	0.965	139	1	8.625310320438224
GCZLdw	8	5	2	4.0	3.3333333333333335	0.3	0.775	96	1	8.516332176463505
GCZLbw	8	5	3	4.333333333333333	3.0	0.305	1.0	140	1	8.422207972711195
GCZLfS	8	5	2	4.333333333333333	3.5	0.29	0.8	103	1	8.461261421708912
GCZLes	8	5	2	4.333333333333333	3.25	0.3	0.87	115	1	8.516332176463505
GCZLds	8	5	2	4.333333333333333	3.25	0.3	0.88	117	1	8.516332176463505
GCZLbs	8	5	3	4.333333333333333	3.3333333333333335	0.28	1.0	145	1	8.400431019968835
GCZLe[	8	5	2	4.333333333333333	3.25	0.265	0.79	106	1	8.706292490963914
GCZLd[	8	5	2	4.333333333333333	3.5	0.295	0.6900000000000001	80	1	8.604233039478173
GCZLfw	8	6	3	4.666666666666667	3.3333333333333335	0.16	1.0	169	1	9.663856332000947
GCZLfs	8	6	3	4.666666666666667	3.5	0.145	1.0	172	1	9.663856332000947
GCZLf[	8	6	2	4.666666666666667	3.6666666666666665	0.155	0.9450000000000001	159	1	9.713283142871475
GCZLe{	8	6	2	4.666666666666667	3.6666666666666665	0.155	1.0	170	1	9.713283142871475
GCZLf{	8	7	3	5.0	3.5714285714285716	0.005	1.0	200	1	10.988882021697693
GCZJd_	8	3	3	3.0	3.0	0.0	1.0	201	1	6.0
GCZJf_	8	4	3	3.3333333333333335	3.25	0.41000000000000003	1.0	119	1	7.349334969450372
GCZJfO	8	4	2	3.6666666666666665	3.0	0.38	1.0	125	1	7.606119105813881
GCZJeo	8	4	2	3.6666666666666665	3.0	0.38	0.765	78	1	7.606119105813881
GCZJdo	8	4	3	3.6666666666666665	3.0	0.41000000000000003	1.0	119	1	7.349334969450372
GCZJfG	8	4	2	3.6666666666666665	3.0	0.38	1.0	125	1	7.606119105813881
GCZJeg	8	4	2	3.6666666666666665	3.0	0.38	1.0	125	1	7.606119105813881
GCZJdg	8	4	3	3.6666666666666665	3.0	0.41000000000000003	1.0	119	1	7.349334969450372
GCZJbg	8	4	2	3.6666666666666665	3.0	0.38	0.765	78	1	7.606119105813881
GCZJaw	8	4	2	3.75	3.0	0.355	0.725	75	1	7.819507424745385
GCZJdc	8	4	3	3.6666666666666665	3.0	0.41000000000000003	1.0	119	1	7.349334969450372
GCZJdS	8	4	2	4.0	3.0	0.395	0.74	70	1	7.483983413001363
GCZJcs	8	4	2	4.0	3.0	0.41000000000000003	0.715	62	1	7.349334969450372
GCZJas	8	4	2	4.0	3.0	0.355	0.77	84	1	7.819507424745385
GCZJ`s	8	4	2	4.0	3.0	0.395	0.74	70	1	7.483983413001363
GCZJeK	8	4	2	3.75	3.0	0.355	1.0	130	1	7.819507424745385
GCZJdK	8	4	2	3.6666666666666665	3.0	0.395	0.875	97	1	7.483983413001363
GCZJbK	8	4	2	3.75	3.0	0.355	0.93	116	1	7.819507424745385
GCZJck	8	4	2	3.6666666666666665	3.0	0.395	0.875	97	1	7.483983413001363
GCZJak	8	4	2	3.75	3.25	0.355	0.845	99	1	7.819507424745385
GCZJ`k	8	4	2	3.6666666666666665	3.0	0.395	0.875	97	1	7.483983413001363
GCZJc[	8	4	2	4.0	2.75	0.365	0.735	75	1	7.717486788127612
GCZJa[	8	4	2	4.0	3.0	0.0	0.72	145	1	8.0
GCZJ`[	8	4	2	4.0	3.0	0.365	0.735	75	1	7.717486788127612
GCZJ_{	8	4	2	4.0	3.0	0.375	0.6950000000000001	65	1	7.606119105813881
GCZJfo	8	5	3	4.0	3.3333333333333335	0.305	1.0	140	1	8.422207972711195
GCZJfg	8	5	3	4.0	3.3333333333333335	0.305	1.0	140	1	8.422207972711195
GCZJfW	8	5	2	4.0	3.0	0.275	1.0	146	1	8.625310320438224
GCZJew	8	5	2	4.0	3.0	0.275	0.85	116	1	8.625310320438224
GCZJdw	8	5	3	4.0	3.0	0.305	1.0	140	1	8.422207972711195
GCZJbw	8	5	2	4.0	3.3333333333333335	0.275	0.85	116	1	8.625310320438224
GCZJfc	8	5	3	4.0	3.3333333333333335	0.305	1.0	140	1	8.422207972711195
GCZJfS	8	5	2	4.333333333333333	3.3333333333333335	0.275	0.965	139	1	8.625310320438224
GCZJes	8	5	2	4.0	3.5	0.275	0.9	126	1	8.625310320438224
GCZJds	8	5	3	4.333333333333333	3.3333333333333335	0.28	1.0	145	1	8.400431019968835
GCZJbs	8	5	2	4.333333333333333	3.0	0.275	1.0	146	1	8.625310320438224
GCZJfK	8	5	2	4.0	3.5	0.275	0.965	139	1	8.625310320438224
GCZJek	8	5	2	4.0	3.3333333333333335	0.275	0.965	139	1	8.625310320438224
GCZJdk	8	5	3	4.0	3.3333333333333335	0.335	1.0	134	1	8.294695259168398
GCZJbk	8	5	2	4.0	3.5	0.275	0.965	139	1	8.625310320438224
GCZJe[	8	5	2	4.25	3.25	0.225	0.84	124	1	8.80062108964828
GCZJd[	8	5	2	4.333333333333333	3.25	0.3	0.88	117	1	8.516332176463505
GCZJb[	8	5	2	4.333333333333333	3.0	0.225	0.875	131	1	8.80062108964828
GCZJc{	8	5	2	4.0	3.25	0.3	0.87	115	1	8.516332176463505
GCZJa{	8	5	2	4.25	3.5	0.225	0.84	124	1	8.80062108964828
GCZJ`{	8	5	2	4.333333333333333	3.5	0.3	0.88	117	1	8.516332176463505
GCZJfw	8	6	3	4.333333333333333	3.3333333333333335	0.17	1.0	167	1	9.645365452561819
GCZJfs	8	6	3	4.666666666666667	3.5	0.16	1.0	169	1	9.663856332000947
GCZJfk	8	6	3	4.333333333333333	3.5	0.17	1.0	167	1	9.645365452561819
GCZJf[	8	6	2	4.666666666666667	3.5	0.12	1.0	177	1	9.80894306783797
GCZJe{	8	6	2	4.5	3.6666666666666665	0.12	0.965	170	1	9.80894306783797
GCZJd{	8	6	3	4.666666666666667	3.5	0.145	1.0	172	1	9.663856332000947
GCZJb{	8	6	2	4.666666666666667	3.5	0.12	1.0	177	1	9.80894306783797
GCZJf{	8	7	3	5.0	3.5714285714285716	0.005	1.0	200	1	10.988882021697693
GCZNfO	8	4	2	4.0	3.25	0.355	0.77	84	1	7.819507424745385
GCZNfG	8	4	2	4.0	3.25	0.355	0.665	63	1	7.819507424745385
GCZNeW	8	4	2	4.0	3.0	0.0	0.72	145	1	8.0
GCZN`w	8	4	3	4.0	3.0	0.38	0.915	108	1	7.606119105813881
GCZNfo	8	5	3	4.333333333333333	3.5	0.275	1.0	146	1	8.625310320438224
GCZNfg	8	5	3	4.333333333333333	3.5	0.275	1.0	146	1	8.625310320438224
GCZNfW	8	5	2	4.333333333333333	3.25	0.225	0.84	124	1	8.80062108964828
GCZNew	8	5	2	4.333333333333333	3.25	0.225	0.84	124	1	8.80062108964828
GCZNdw	8	5	3	4.333333333333333	3.25	0.275	1.0	146	1	8.625310320438224
GCZNbw	8	5	3	4.333333333333333	3.25	0.24	1.0	153	1	8.725746708716358
GCZNfc	8	5	3	4.666666666666667	3.3333333333333335	0.32	1.0	137	1	9.167176644441769
GCZNfS	8	5	2	4.666666666666667	3.6	0.32	0.64	65	1	9.167176644441769
GCZNfK	8	5	2	4.5	3.6	0.32	0.64	65	1	9.167176644441769
GCZNe[	8	5	2	4.5	3.4	0.315	0.715	81	1	9.167176644441769
GCZNfw	8	6	3	4.666666666666667	3.5	0.12	1.0	177	1	9.80894306783797
GCZNfs	8	6	3	5.0	3.8333333333333335	0.28	0.91	127	1	10.045085720818589
GCZNfk	8	6	3	5.0	3.6666666666666665	0.28	0.91	127	1	10.045085720818589
GCZNf[	8	6	2	5.0	3.8	0.28500000000000003	0.73	90	1	10.02879433424088
GCZNe{	8	6	2	5.0	3.8	0.28500000000000003	0.73	90	1	10.02879433424088
GCZNd{	8	6	3	5.0	3.8	0.29	0.835	110	1	9.94467771090376
GCZNb{	8	6	3	5.0	3.8	0.28500000000000003	0.845	113	1	9.95374980259815
GCZNf{	8	7	3	5.333333333333333	3.857142857142857	0.21	0.905	140	1	11.13457248631659
GCZMvg	8	5	2	4.5	3.4	0.25	0.5650000000000001	64	1	8.64604654215744
GCZMvW	8	5	2	5.0	3.75	0.32	0.56	49	1	9.167176644441769
GCZMrw	8	5	2	5.0	3.6	0.325	0.535	43	1	9.067244579462773
GCZMvc	8	5	2	4.666666666666667	3.5	0.32	0.64	65	1	9.167176644441769
GCZMvK	8	5	2	4.5	3.75	0.32	0.585	54	1	9.167176644441769
GCZMvw	8	6	2	5.5	3.6666666666666665	0.28500000000000003	0.48	40	1	9.961865632364445
GCZMvs	8	6	2	5.5	3.8333333333333335	0.255	0.5	50	1	10.228025574723235
GCZMvk	8	6	2	5.0	3.6666666666666665	0.27	0.52	51	1	10.061206537948127
GCZMv[	8	6	2	5.5	4.0	0.265	0.465	41	1	10.213611546338575
GCZMt{	8	6	2	5.5	3.8333333333333335	0.27	0.48	43	1	10.139346574240568
GCZMr{	8	6	2	5.5	3.8333333333333335	0.27	0.48	43	1	10.139346574240568
GCZMv{	8	7	2	6.0	3.857142857142857	0.17500000000000002	0.46	58	1	11.342128361291156
GCZLvg	8	5	3	4.333333333333333	3.4	0.28	0.975	140	1	8.538865096999384
GCZLvW	8	5	2	4.666666666666667	3.5	0.32	0.925	122	1	9.167176644441769
GCZLuw	8	5	2	4.666666666666667	3.5	0.325	0.615	59	1	9.067244579462773
GCZLtw	8	5	2	4.666666666666667	3.6	0.325	0.615	59	1	9.067244579462773
GCZLrw	8	5	3	4.666666666666667	3.5	0.325	0.9450000000000001	125	1	9.067244579462773
GCZLus	8	5	2	5.0	3.6	0.31	0.58	55	1	9.260712686640941
GCZLrs	8	5	3	5.0	3.6666666666666665	0.32	0.885	114	1	9.167176644441769
GCZLu[	8	5	2	5.0	3.6	0.305	0.595	59	1	9.348469228349535
GCZLvw	8	6	3	5.0	3.6666666666666665	0.28500000000000003	1.0	144	1	9.961865632364445
GCZLvs	8	6	3	5.333333333333333	3.8333333333333335	0.27	0.87	121	1	10.139346574240568
GCZLv[	8	6	2	5.333333333333333	4.0	0.265	0.74	96	1	10.213611546338575
GCZLu{	8	6	2	5.0	4.0	0.275	0.7000000000000001	86	1	10.12403840463596
GCZLv{	8	7	3	5.666666666666667	3.857142857142857	0.2	0.865	134	1	11.204346799203082
GCZJvo	8	5	3	4.666666666666667	3.6	0.325	0.9450000000000001	125	1	9.067244579462773
GCZJvg	8	5	3	4.333333333333333	3.4	0.25	1.0	151	1	8.64604654215744
GCZJvW	8	5	2	4.666666666666667	3.5	0.31	0.875	114	1	9.260712686640941
GCZJuw	8	5	2	4.5	3.5	0.32	0.585	54	1	9.167176644441769
GCZJtw	8	5	3	4.666666666666667	3.5	0.325	0.9450000000000001	125	1	9.067244579462773
GCZJrw	8	5	2	4.666666666666667	3.5	0.31	0.875	114	1	9.260712686640941
GCZJvc	8	5	3	4.666666666666667	3.6	0.325	0.9450000000000001	125	1	9.067244579462773
GCZJus	8	5	2	5.0	3.6666666666666665	0.31	0.58	55	1	9.260712686640941
GCZJrs	8	5	2	5.0	3.0	0.305	0.8250000000000001	105	1	9.348469228349535
GCZJvK	8	5	2	4.666666666666667	3.6	0.325	0.65	66	1	9.067244579462773
GCZJuk	8	5	2	4.5	3.6	0.325	0.615	59	1	9.067244579462773
GCZJtk	8	5	3	4.666666666666667	3.6	0.335	1.0	134	1	8.9602043392737
GCZJrk	8	5	2	4.666666666666667	3.5	0.32	0.98	133	1	9.167176644441769
GCZJq{	8	5	2	5.0	3.5	0.295	0.5700000000000001	56	1	9.430983258971988
GCZJvw	8	6	3	5.0	3.6666666666666665	0.27	1.0	147	1	10.061206537948127
GCZJvs	8	6	3	5.333333333333333	3.8333333333333335	0.27	0.87	121	1	10.139346574240568
GCZJvk	8	6	3	5.0	3.6666666666666665	0.28500000000000003	1.0	144	1	9.961865632364445
GCZJv[	8	6	2	5.333333333333333	4.0	0.255	0.785	107	1	10.298020417975776
GCZJu{	8	6	2	5.0	4.0	0.265	0.665	81	1	10.213611546338575
GCZJt{	8	6	3	5.333333333333333	3.8333333333333335	0.27	0.87	121	1	10.139346574240568
GCZJr{	8	6	2	5.333333333333333	3.5	0.255	0.805	111	1	10.298020417975776
GCZJv{	8	7	3	5.666666666666667	3.857142857142857	0.195	0.9	142	1	11.261953561953536
GCZNNo	8	5	2	4.5	3.4	0.25	0.5650000000000001	64	1	8.64604654215744
GCZNNg	8	5	2	4.5	3.6	0.32	0.64	65	1	9.167176644441769
GCZNMw	8	5	2	4.5	3.75	0.305	0.625	65	1	9.348469228349535
GCZNLw	8	5	2	4.5	3.6	0.32	0.64	65	1	9.167176644441769
GCZNJw	8	5	2	4.5	3.6	0.32	0.675	72	1	9.167176644441769
GCZNMk	8	5	2	4.5	3.6666666666666665	0.295	0.595	61	1	9.430983258971988
GCZNLk	8	5	2	4.5	3.6666666666666665	0.305	0.625	65	1	9.348469228349535
GCZNNw	8	6	2	5.0	3.6666666666666665	0.26	0.54	57	1	10.154499847850575
GCZNNs	8	6	2	5.0	3.6666666666666665	0.27	0.52	51	1	10.061206537948127
GCZNNk	8	6	2	5.0	3.8333333333333335	0.255	0.515	53	1	10.228025574723235
GCZNM{	8	6	2	5.0	4.0	0.245	0.51	54	1	10.377711293165211
GCZNL{	8	6	2	5.0	3.8333333333333335	0.255	0.515	53	1	10.228025574723235
GCZNJ{	8	6	2	5.0	3.8333333333333335	0.255	0.535	57	1	10.228025574723235
GCZNN{	8	7	2	5.5	3.857142857142857	0.185	0.47000000000000003	58	1	11.344170982657333
GCZMno	8	5	2	4.5	3.4	0.25	0.5650000000000001	64	1	8.64604654215744
GCZMng	8	5	2	4.333333333333333	3.6	0.32	0.675	72	1	9.167176644441769
GCZMnW	8	5	2	4.5	3.75	0.305	0.625	65	1	9.348469228349535
GCZMlw	8	5	2	4.5	3.6	0.32	0.64	65	1	9.167176644441769
GCZMjw	8	5	2	4.5	3.6	0.32	0.64	65	1	9.167176644441769
GCZMnc	8	5	2	4.666666666666667	3.3333333333333335	0.32	0.675	72	1	9.167176644441769
GCZMnS	8	5	2	4.5	3.75	0.32	0.585	54	1	9.167176644441769
GCZMnw	8	6	2	5.0	3.6666666666666665	0.26	0.54	57	1	10.154499847850575
GCZMns	8	6	2	5.0	3.6666666666666665	0.27	0.52	51	1	10.061206537948127
GCZMnk	8	6	2	5.0	3.6666666666666665	0.255	0.535	57	1	10.228025574723235
GCZMn[	8	6	2	5.0	4.0	0.245	0.51	54	1	10.377711293165211
GCZMl{	8	6	2	5.0	3.8333333333333335	0.255	0.515	53	1	10.228025574723235
GCZMj{	8	6	2	5.0	3.8333333333333335	0.255	0.515	53	1	10.228025574723235
GCZMn{	8	7	2	5.5	3.857142857142857	0.185	0.47000000000000003	58	1	11.344170982657333
GCZLno	8	5	3	4.333333333333333	3.4	0.28	0.975	140	1	8.538865096999384
GCZLng	8	5	3	4.333333333333333	3.6	0.325	1.0	136	1	9.067244579462773
GCZLnW	8	5	2	4.666666666666667	3.5	0.31	0.86	111	1	9.260712686640941
GCZLmw	8	5	2	4.666666666666667	3.5	0.31	0.875	114	1	9.260712686640941
GCZLlw	8	5	2	4.5	3.75	0.32	0.585	54	1	9.167176644441769
GCZLjw	8	5	3	4.666666666666667	3.5	0.325	0.9450000000000001	125	1	9.067244579462773
GCZLnc	8	5	3	4.666666666666667	3.3333333333333335	0.325	0.9450000000000001	125	1	9.067244579462773
GCZLnS	8	5	2	4.666666666666667	3.6	0.325	0.615	59	1	9.067244579462773
GCZLms	8	5	2	4.666666666666667	3.5	0.325	0.615	59	1	9.067244579462773
GCZLmk	8	5	2	4.666666666666667	3.3333333333333335	0.305	0.655	71	1	9.348469228349535
GCZLlk	8	5	2	4.666666666666667	3.3333333333333335	0.305	0.655	71	1	9.348469228349535
GCZLnw	8	6	3	5.0	3.6666666666666665	0.27	1.0	147	1	10.061206537948127
GCZLns	8	6	3	5.0	3.6666666666666665	0.28500000000000003	1.0	144	1	9.961865632364445
GCZLnk	8	6	3	5.0	3.6666666666666665	0.27	0.98	143	1	10.139346574240568
GCZLn[	8	6	2	5.0	4.0	0.255	0.755	101	1	10.298020417975776
GCZLm{	8	6	2	5.0	4.0	0.255	0.755	101	1	10.298020417975776
GCZLl{	8	6	2	5.0	4.0	0.265	0.6900000000000001	86	1	10.213611546338575
GCZLj{	8	6	3	5.0	3.8333333333333335	0.27	0.98	143	1	10.139346574240568
GCZLn{	8	7	3	5.333333333333333	3.857142857142857	0.195	0.985	159	1	11.261953561953536
GCZJno	8	5	3	4.333333333333333	3.4	0.25	1.0	151	1	8.64604654215744
GCZJng	8	5	3	4.333333333333333	3.6	0.325	1.0	136	1	9.067244579462773
GCZJnW	8	5	2	4.5	3.5	0.31	1.0	139	1	9.260712686640941
GCZJmw	8	5	2	4.5	3.5	0.31	0.86	111	1	9.260712686640941
GCZJlw	8	5	3	4.333333333333333	3.5	0.325	1.0	136	1	9.067244579462773
GCZJjw	8	5	2	4.5	3.6666666666666665	0.32	0.615	60	1	9.167176644441769
GCZJnc	8	5	3	4.333333333333333	3.6	0.325	1.0	136	1	9.067244579462773
GCZJnS	8	5	2	4.666666666666667	3.6	0.325	0.65	66	1	9.067244579462773
GCZJms	8	5	2	4.5	3.6	0.325	0.615	59	1	9.067244579462773
GCZJls	8	5	3	4.666666666666667	3.6	0.335	1.0	134	1	8.9602043392737
GCZJnK	8	5	2	4.5	3.8	0.305	0.655	71	1	9.348469228349535
GCZJmk	8	5	2	4.5	3.6666666666666665	0.305	0.655	71	1	9.348469228349535
GCZJlk	8	5	3	4.333333333333333	3.6666666666666665	0.32	1.0	137	1	9.167176644441769
GCZJjk	8	5	2	4.5	3.8	0.305	0.655	71	1	9.348469228349535
GCZJnw	8	6	3	4.75	3.6666666666666665	0.27	1.0	147	1	10.061206537948127
GCZJns	8	6	3	5.0	3.6666666666666665	0.28500000000000003	1.0	144	1	9.961865632364445
GCZJnk	8	6	3	4.75	3.8333333333333335	0.27	1.0	147	1	10.139346574240568
GCZJn[	8	6	2	5.0	4.0	0.255	0.785	107	1	10.298020417975776
GCZJm{	8	6	2	5.0	4.0	0.255	0.755	101	1	10.298020417975776
GCZJl{	8	6	3	5.0	3.8333333333333335	0.27	0.98	143	1	10.139346574240568
GCZJj{	8	6	2	5.0	4.0	0.265	0.715	91	1	10.213611546338575
GCZJn{	8	7	3	5.333333333333333	3.857142857142857	0.195	0.985	159	1	11.261953561953536
GCZMZw	8	5	2	5.0	3.6	0.295	0.5700000000000001	56	1	9.430983258971988
GCZM\k	8	5	2	4.666666666666667	3.6	0.29	0.72	87	1	9.508725083591248
GCZMZk	8	5	2	4.75	3.6	0.29	0.72	87	1	9.508725083591248
GCZMX{	8	5	2	5.0	3.8	0.29	0.585	60	1	9.508725083591248
GCZM^w	8	6	2	5.5	3.6666666666666665	0.25	0.54	59	1	10.24229845801326
GCZM^k	8	6	2	5.0	3.6666666666666665	0.25	0.56	63	1	10.24229845801326
GCZM\{	8	6	2	5.5	3.8333333333333335	0.245	0.515	55	1	10.311618612073653
GCZMZ{	8	6	2	5.5	3.8333333333333335	0.245	0.515	55	1	10.311618612073653
GCZM^{	8	7	2	6.0	3.857142857142857	0.17	0.47500000000000003	62	1	11.42200581343416
GCZL^g	8	5	2	4.666666666666667	3.4	0.325	0.685	73	1	9.067244579462773
GCZL]w	8	5	2	5.0	3.8	0.305	0.625	65	1	9.348469228349535
GCZL\w	8	5	2	5.0	3.8	0.31	0.535	46	1	9.260712686640941
GCZLZw	8	5	2	5.0	3.6	0.305	0.72	84	1	9.348469228349535
GCZL]k	8	5	2	4.666666666666667	3.75	0.295	0.595	61	1	9.430983258971988
GCZLZk	8	5	2	4.666666666666667	3.6	0.305	0.72	84	1	9.348469228349535
GCZL[{	8	5	2	5.0	3.8	0.29	0.545	52	1	9.508725083591248
GCZL^w	8	6	2	5.333333333333333	3.6666666666666665	0.26	0.54	57	1	10.154499847850575
GCZL^k	8	6	2	5.0	3.6666666666666665	0.26	0.54	57	1	10.154499847850575
GCZL]{	8	6	2	5.333333333333333	4.0	0.245	0.51	54	1	10.377711293165211
GCZLZ{	8	6	2	5.333333333333333	3.8333333333333335	0.255	0.535	57	1	10.228025574723235
GCZL^{	8	7	2	5.666666666666667	3.857142857142857	0.185	0.47000000000000003	58	1	11.344170982657333
GCZK~g	8	5	2	4.666666666666667	3.4	0.325	0.685	73	1	9.067244579462773
GCZK|w	8	5	2	5.0	3.6	0.31	0.535	46	1	9.260712686640941
GCZK~c	8	5	2	4.666666666666667	3.4	0.325	0.685	73	1	9.067244579462773
GCZKzs	8	5	2	5.0	3.6	0.31	0.58	55	1	9.260712686640941
GCZK~K	8	5	2	4.666666666666667	3.75	0.295	0.595	61	1	9.430983258971988
GCZK|k	8	5	2	4.666666666666667	3.5	0.295	0.595	61	1	9.430983258971988
GCZKzk	8	5	2	4.666666666666667	3.6	0.305	0.685	77	1	9.348469228349535
GCZK~w	8	6	2	5.5	3.6666666666666665	0.26	0.52	53	1	10.154499847850575
GCZK~s	8	6	2	5.5	3.6666666666666665	0.26	0.52	53	1	10.154499847850575
GCZK~k	8	6	2	5.0	3.6666666666666665	0.26	0.54	57	1	10.154499847850575
GCZK~[	8	6	2	5.5	4.0	0.245	0.495	51	1	10.377711293165211
GCZK|{	8	6	2	5.5	4.0	0.245	0.495	51	1	10.377711293165211
GCZKz{	8	6	2	5.5	3.8333333333333335	0.255	0.5	50	1	10.228025574723235
GCZK~{	8	7	2	6.0	3.857142857142857	0.185	0.46	56	1	11.344170982657333
GCZI~o	8	5	2	5.0	3.4	0.335	0.515	37	1	8.9602043392737
GCZI~g	8	5	2	4.5	3.4	0.325	0.685	73	1	9.067244579462773
GCZI~K	8	5	2	4.75	3.8	0.295	0.62	66	1	9.430983258971988
GCZI|k	8	5	2	4.666666666666667	3.6	0.305	0.685	77	1	9.348469228349535
GCZI|[	8	5	2	5.0	4.0	0.295	0.5700000000000001	56	1	9.430983258971988
GCZI~w	8	6	2	5.5	3.6666666666666665	0.26	0.52	53	1	10.154499847850575
GCZI~k	8	6	2	5.0	3.6666666666666665	0.26	0.54	57	1	10.154499847850575
GCZI~[	8	6	2	5.5	4.0	0.245	0.495	51	1	10.377711293165211
GCZI|{	8	6	2	5.5	3.8333333333333335	0.255	0.5	50	1	10.228025574723235
GCZI~{	8	7	2	6.0	3.857142857142857	0.185	0.46	56	1	11.344170982657333
GCZH~o	8	5	3	4.666666666666667	3.4	0.335	0.86	106	1	8.9602043392737
GCZH~g	8	5	3	4.666666666666667	3.4	0.335	0.86	106	1	8.9602043392737
GCZH~W	8	5	2	5.0	3.5	0.305	0.8250000000000001	105	1	9.348469228349535
GCZH|w	8	5	2	5.0	3.8	0.32	0.56	49	1	9.167176644441769
GCZH~K	8	5	2	4.666666666666667	3.8	0.31	0.635	66	1	9.260712686640941
