g6	n	Delta	delta	maxm	minm	alo	ahi	nok	interval	L
G?ovP{	8	5	2	4.5	3.2	0.37	0.585	44	1	8.587407638361192
G?ovVw	8	6	2	4.666666666666667	3.0	0.11	0.71	121	1	9.64198926981712
G?ovVs	8	6	2	5.0	2.5	0.295	0.595	61	1	9.709734106958553
G?ovVk	8	6	2	4.666666666666667	3.1666666666666665	0.27	0.625	72	1	9.67831503255307
G?ovU{	8	6	2	5.0	3.3333333333333335	0.275	0.5650000000000001	59	1	9.71293470101541
G?ovT{	8	6	2	5.0	3.3333333333333335	0.275	0.5650000000000001	59	1	9.71293470101541
G?ovV{	8	7	2	5.333333333333333	3.2857142857142856	0.165	0.61	90	1	11.10854089530147
G?otvG	8	4	2	3.6666666666666665	2.75	0.155	0.76	122	1	6.906925929532876
G?otvo	8	5	2	4.5	3.0	0.23	0.65	85	1	8.377042156569665
G?otvg	8	5	2	4.0	2.8	0.0	0.79	159	1	8.202466302632697
G?otvW	8	5	2	4.5	3.0	0.23	0.65	85	1	8.377042156569665
G?otrw	8	5	2	4.5	3.0	0.20500000000000002	0.65	90	1	8.377042156569665
G?otvS	8	5	2	4.666666666666667	2.5	0.355	0.59	48	1	8.721344403334447
G?otrs	8	5	2	4.5	3.0	0.355	0.59	48	1	8.721344403334447
G?otvK	8	5	2	4.333333333333333	3.2	0.38	0.62	49	1	8.442049363362564
G?otu[	8	5	2	4.666666666666667	3.0	0.37	0.55	37	1	8.587407638361192
G?otr[	8	5	2	4.5	3.2	0.37	0.55	37	1	8.587407638361192
G?otvw	8	6	2	5.0	3.0	0.075	0.705	127	1	9.745966692414834
G?otvs	8	6	2	5.0	3.0	0.27	0.56	59	1	9.807688518377255
G?otvk	8	6	2	4.666666666666667	3.1666666666666665	0.27	0.625	72	1	9.67831503255307
G?otv[	8	6	2	5.0	3.3333333333333335	0.255	0.56	62	1	9.807688518377255
G?otr{	8	6	2	5.0	3.3333333333333335	0.255	0.56	62	1	9.807688518377255
G?otv{	8	7	2	5.5	3.2857142857142856	0.15	0.605	92	1	11.192609261828244
G?ouXw	8	4	2	4.0	3.0	0.43	0.585	32	1	7.0709255283711
G?ou^o	8	5	2	4.333333333333333	2.6666666666666665	0.28500000000000003	0.79	102	1	8.202466302632697
G?ou^g	8	5	2	4.5	2.8	0.2	0.77	115	1	8.331049816643517
G?ou\w	8	5	2	4.5	3.0	0.23	0.65	85	1	8.377042156569665
G?ouX{	8	5	2	4.5	3.4	0.355	0.59	48	1	8.721344403334447
G?ou^w	8	6	2	5.0	3.0	0.08	0.705	126	1	9.745966692414834
G?ou^s	8	6	2	5.0	3.0	0.28500000000000003	0.625	69	1	9.67831503255307
G?ou^k	8	6	2	5.0	3.1666666666666665	0.26	0.62	73	1	9.777518622180686
G?ou\{	8	6	2	5.0	3.3333333333333335	0.27	0.56	59	1	9.807688518377255
G?ou^{	8	7	2	5.5	3.2857142857142856	0.155	0.605	91	1	11.192609261828244
G?otYw	8	4	2	4.0	3.0	0.43	0.585	32	1	7.0709255283711
G?ot^o	8	5	2	4.5	2.8	0.22	0.765	110	1	8.331049816643517
G?ot]w	8	5	2	4.5	3.0	0.23	0.65	85	1	8.377042156569665
G?otY{	8	5	2	4.5	3.4	0.355	0.59	48	1	8.721344403334447
G?ot^w	8	6	2	5.0	3.0	0.075	0.705	127	1	9.745966692414834
G?ot^s	8	6	2	5.0	3.1666666666666665	0.26	0.62	73	1	9.777518622180686
G?ot]{	8	6	2	5.0	3.3333333333333335	0.27	0.56	59	1	9.807688518377255
G?ot^{	8	7	2	5.5	3.2857142857142856	0.155	0.605	91	1	11.192609261828244
G?ovvo	8	5	2	4.666666666666667	3.0	0.28500000000000003	0.805	105	1	8.446359868604572
G?ovvg	8	5	3	4.333333333333333	3.0	0.0	1.0	201	1	8.266795614405122
G?ovvW	8	5	2	4.666666666666667	3.0	0.28500000000000003	0.74	92	1	8.446359868604572
G?ovtw	8	5	2	4.666666666666667	3.0	0.255	0.675	85	1	8.441391575096862
G?ovvw	8	6	3	5.0	3.1666666666666665	0.125	1.0	176	1	9.663856332000947
G?ovvs	8	6	2	5.333333333333333	3.0	0.305	1.0	140	1	10.33393937190243
G?ovvk	8	6	3	5.0	3.5	0.32	1.0	137	1	10.106434833777776
G?ovv[	8	6	2	5.333333333333333	3.5	0.315	0.63	64	1	10.22361884918946
G?ovt{	8	6	2	5.333333333333333	3.5	0.315	0.605	59	1	10.22361884918946
G?ovv{	8	7	3	5.666666666666667	3.5714285714285716	0.28	1.0	145	1	11.144881955464568
G?ov]w	8	5	2	4.666666666666667	3.2	0.28500000000000003	0.5750000000000001	59	1	8.446359868604572
G?ov\w	8	5	2	4.666666666666667	3.2	0.255	0.5750000000000001	65	1	8.441391575096862
G?ov^w	8	6	2	5.0	3.1666666666666665	0.085	0.62	108	1	9.777518622180686
G?ov]{	8	6	2	5.333333333333333	3.6666666666666665	0.305	0.58	56	1	10.33393937190243
G?ov\{	8	6	2	5.333333333333333	3.6666666666666665	0.305	0.58	56	1	10.33393937190243
G?ov^{	8	7	2	5.666666666666667	3.5714285714285716	0.275	0.52	50	1	11.236183552429717
G?ov~w	8	6	3	5.333333333333333	3.3333333333333335	0.095	0.9400000000000001	170	1	9.795462190866605
G?ov~{	8	7	3	6.0	3.857142857142857	0.275	1.0	146	1	11.918183824187288
G?ref_	8	4	2	4.0	3.0	0.43	0.585	32	1	7.0709255283711
G?re`k	8	4	2	4.0	3.0	0.43	0.585	32	1	7.0709255283711
G?refo	8	5	2	4.333333333333333	3.0	0.27	0.66	79	1	8.266795614405122
G?refg	8	5	2	4.5	3.2	0.265	0.5700000000000001	62	1	8.42034105174945
G?redw	8	5	2	4.5	3.0	0.25	0.65	81	1	8.377042156569665
G?redk	8	5	2	4.5	3.2	0.265	0.5700000000000001	62	1	8.42034105174945
G?re`{	8	5	2	4.5	3.0	0.20500000000000002	0.65	90	1	8.377042156569665
G?refw	8	6	2	5.0	3.1666666666666665	0.075	0.62	110	1	9.777518622180686
G?refk	8	6	2	5.0	3.3333333333333335	0.075	0.56	98	1	9.807688518377255
G?red{	8	6	2	5.0	3.1666666666666665	0.085	0.62	108	1	9.777518622180686
G?ref{	8	7	2	5.5	3.2857142857142856	0.0	0.605	122	1	11.192609261828244
G?rff_	8	4	2	4.0	3.25	0.41000000000000003	0.595	38	1	7.349334969450372
G?rfeg	8	4	2	4.0	3.0	0.38	0.6	45	1	7.606119105813881
G?rffo	8	5	2	4.5	3.2	0.265	0.5700000000000001	62	1	8.42034105174945
G?rffg	8	5	2	4.5	3.25	0.28	0.535	52	1	8.538865096999384
G?rfew	8	5	2	4.5	3.0	0.28	0.535	52	1	8.538865096999384
G?rfdw	8	5	2	4.5	3.0	0.28500000000000003	0.5750000000000001	59	1	8.446359868604572
G?rffc	8	5	2	5.0	3.6	0.335	0.56	46	1	8.9602043392737
G?rfes	8	5	2	5.0	3.3333333333333335	0.34500000000000003	0.53	38	1	8.845227743263393
G?rfek	8	5	2	5.0	3.4	0.335	0.515	37	1	8.9602043392737
G?rfc{	8	5	2	5.0	3.2	0.355	0.5	30	1	8.725746708716358
G?rffw	8	6	2	5.0	3.25	0.08	0.56	97	1	9.807688518377255
G?rffs	8	6	2	5.5	3.5	0.26	0.51	51	1	9.916228058025279
G?rffk	8	6	2	5.5	3.6666666666666665	0.27	0.47500000000000003	42	1	9.940689230447536
G?rfe{	8	6	2	5.5	3.6	0.255	0.47500000000000003	45	1	9.940689230447536
G?rfd{	8	6	2	5.5	3.5	0.245	0.51	54	1	9.916228058025279
G?rff{	8	7	2	6.0	3.5714285714285716	0.14	0.515	76	1	11.305751711999044
G?rev_	8	4	2	4.0	3.0	0.395	0.645	51	1	7.483983413001363
G?revo	8	5	2	4.5	3.2	0.26	0.615	72	1	8.561019727585935
G?revg	8	5	2	4.5	3.2	0.28500000000000003	0.5750000000000001	59	1	8.446359868604572
G?retw	8	5	2	4.5	3.2	0.26	0.615	72	1	8.561019727585935
G?revw	8	6	2	5.0	3.3333333333333335	0.09	0.56	95	1	9.807688518377255
G?revs	8	6	2	5.5	3.3333333333333335	0.275	0.51	48	1	9.916228058025279
G?revk	8	6	2	5.5	3.5	0.26	0.51	51	1	9.916228058025279
G?ret{	8	6	2	5.5	3.5	0.26	0.51	51	1	9.916228058025279
G?rev{	8	7	2	6.0	3.5714285714285716	0.15	0.515	74	1	11.305751711999044
G?rdpw	8	4	2	4.0	3.0	0.41000000000000003	0.595	38	1	7.349334969450372
G?rdvo	8	5	2	4.5	3.2	0.28500000000000003	0.5750000000000001	59	1	8.446359868604572
G?rdvg	8	5	2	4.5	3.0	0.28500000000000003	0.5750000000000001	59	1	8.446359868604572
G?rduw	8	5	2	4.5	3.0	0.25	0.5650000000000001	64	1	8.64604654215744
G?rdtw	8	5	2	4.5	3.25	0.25	0.5650000000000001	64	1	8.64604654215744
G?rdrw	8	5	2	4.5	3.0	0.265	0.5700000000000001	62	1	8.42034105174945
G?rdvc	8	5	2	5.0	3.3333333333333335	0.355	0.555	41	1	8.721344403334447
G?rdus	8	5	2	5.0	3.0	0.34500000000000003	0.53	38	1	8.845227743263393
G?rdts	8	5	2	5.0	3.0	0.335	0.56	46	1	8.9602043392737
G?rdrs	8	5	2	5.0	3.0	0.355	0.555	41	1	8.721344403334447
G?rduk	8	5	2	5.0	3.2	0.355	0.5	30	1	8.725746708716358
G?rds{	8	5	2	5.0	3.25	0.335	0.515	37	1	8.9602043392737
G?rdq{	8	5	2	5.0	3.2	0.355	0.5	30	1	8.721344403334447
G?rdvw	8	6	2	5.0	3.25	0.09	0.56	95	1	9.807688518377255
G?rdvs	8	6	2	5.5	3.3333333333333335	0.26	0.51	51	1	9.916228058025279
G?rdvk	8	6	2	5.5	3.5	0.245	0.51	54	1	9.916228058025279
G?rdu{	8	6	2	5.5	3.6	0.255	0.47500000000000003	45	1	9.940689230447536
G?rdt{	8	6	2	5.5	3.6666666666666665	0.27	0.47500000000000003	42	1	9.940689230447536
G?rdr{	8	6	2	5.5	3.5	0.245	0.51	54	1	9.916228058025279
G?rdv{	8	7	2	6.0	3.5714285714285716	0.14	0.515	76	1	11.305751711999044
G?reno	8	5	2	4.5	3.0	0.28	0.65	75	1	8.377042156569665
G?renw	8	6	2	5.5	3.3333333333333335	0.265	0.555	59	1	9.890763647670372
G?renk	8	6	2	5.5	3.6666666666666665	0.27	0.5	47	1	10.061206537948127
G?rel{	8	6	2	5.5	3.5	0.275	0.51	48	1	9.916228058025279
G?ren{	8	7	2	6.0	3.5714285714285716	0.155	0.515	73	1	11.305751711999044
G?rfvo	8	5	2	5.0	3.4	0.21	0.56	71	1	8.744899620163071
G?rfuw	8	5	2	5.0	3.2	0.195	0.525	67	1	8.818638218918338
G?rfvw	8	6	2	5.5	3.4	0.05	0.51	93	1	9.916228058025279
G?rfvs	8	6	2	6.0	3.6666666666666665	0.295	0.54	50	1	10.5363672143009
G?rfu{	8	6	2	6.0	3.6666666666666665	0.29	0.505	44	1	10.536367214300899
G?rfv{	8	7	2	6.5	3.857142857142857	0.265	0.46	40	1	11.405994220321809
G?rfno	8	5	2	5.0	3.2	0.25	0.535	58	1	8.64604654215744
G?rfnw	8	6	2	5.5	3.5	0.265	0.55	58	1	10.077159545849886
G?rfns	8	6	2	6.0	3.6666666666666665	0.3	0.52	45	1	10.438009243891594
G?rfnk	8	6	2	6.0	4.0	0.28	0.535	52	1	10.717797887081348
G?rfm{	8	6	2	6.0	3.8333333333333335	0.28500000000000003	0.52	48	1	10.629489272626914
G?rfn{	8	7	2	6.5	3.857142857142857	0.26	0.47500000000000003	44	1	11.499960955721733
G?re~w	8	6	2	5.5	3.5	0.275	0.525	51	1	9.978868194320398
G?re~{	8	7	2	6.5	3.857142857142857	0.255	0.49	48	1	11.589238153893824
G?rd~o	8	5	2	5.0	3.2	0.21	0.56	71	1	8.744899620163071
G?rd~w	8	6	2	5.5	3.5	0.275	0.525	51	1	9.978868194320398
G?rd~s	8	6	2	6.0	3.6666666666666665	0.3	0.52	45	1	10.438009243891594
G?rd~k	8	6	2	6.0	3.8333333333333335	0.295	0.54	50	1	10.5363672143009
G?rd}{	8	6	2	6.0	3.8333333333333335	0.28500000000000003	0.52	48	1	10.629489272626914
G?rd|{	8	6	2	6.0	4.0	0.28	0.535	52	1	10.717797887081348
G?rdz{	8	6	2	6.0	3.8333333333333335	0.295	0.54	50	1	10.5363672143009
G?rd~{	8	7	2	6.5	3.857142857142857	0.26	0.47500000000000003	44	1	11.499960955721733
G?rf~w	8	6	2	6.0	3.6666666666666665	0.25	0.52	55	1	10.24229845801326
G?rf~{	8	7	2	7.0	4.142857142857143	0.255	0.525	55	1	12.265442530394274
G?qvF_	8	4	2	3.5	3.0	0.45	0.645	40	1	7.033222956847167
G?qvBo	8	4	2	3.5	2.6666666666666665	0.17	0.72	111	1	6.849742261192857
G?qvBg	8	4	2	4.0	3.0	0.43	0.585	32	1	7.0709255283711
G?qvAw	8	4	2	4.0	2.6666666666666665	0.375	0.585	43	1	7.0709255283711
G?qvEc	8	4	2	3.5	2.6666666666666665	0.41000000000000003	0.66	51	1	7.349334969450372
G?qvCs	8	4	2	3.5	2.6666666666666665	0.395	0.715	65	1	7.483983413001363
G?qvAs	8	4	2	3.6666666666666665	2.3333333333333335	0.45	0.645	40	1	7.033222956847167
G?qv@s	8	4	2	3.6666666666666665	2.6666666666666665	0.45	0.645	40	1	7.033222956847167
G?qvAk	8	4	2	4.0	2.75	0.43	0.54	23	1	7.2
G?qv@k	8	4	2	4.0	2.5	0.405	0.555	31	1	7.245687884282703
G?qv?{	8	4	2	4.0	2.75	0.4	0.51	23	1	7.132721265197137
G?qvFo	8	5	2	4.0	3.0	0.275	0.655	77	1	8.25642526870234
G?qvFg	8	5	2	4.5	3.2	0.24	0.5700000000000001	67	1	8.42034105174945
G?qvEw	8	5	2	4.5	3.0	0.265	0.5700000000000001	62	1	8.42034105174945
G?qvDw	8	5	2	4.5	3.0	0.265	0.5700000000000001	62	1	8.42034105174945
G?qvBw	8	5	2	4.5	3.0	0.20500000000000002	0.65	90	1	8.377042156569665
G?qvFc	8	5	2	4.0	3.0	0.315	0.5750000000000001	53	1	8.321141869344027
G?qvEs	8	5	2	4.0	2.6666666666666665	0.315	0.5750000000000001	53	1	8.321141869344027
G?qvDs	8	5	2	4.0	3.0	0.315	0.5750000000000001	53	1	8.321141869344027
G?qvBs	8	5	2	4.0	2.6666666666666665	0.275	0.655	77	1	8.25642526870234
G?qvEk	8	5	2	4.5	3.25	0.28500000000000003	0.51	46	1	8.461179106249723
G?qvDk	8	5	2	4.5	3.0	0.28500000000000003	0.51	46	1	8.461179106249723
G?qvBk	8	5	2	4.5	3.0	0.24	0.5700000000000001	67	1	8.42034105174945
G?qvC{	8	5	2	4.5	3.25	0.28	0.535	52	1	8.538865096999384
G?qvA{	8	5	2	4.5	3.0	0.215	0.5700000000000001	72	1	8.42034105174945
G?qv@{	8	5	2	4.5	3.2	0.215	0.5700000000000001	72	1	8.42034105174945
G?qvFw	8	6	2	5.0	3.1666666666666665	0.075	0.62	110	1	9.777518622180686
G?qvFs	8	6	2	4.5	3.0	0.11	0.625	104	1	9.67831503255307
G?qvFk	8	6	2	5.0	3.3333333333333335	0.075	0.56	98	1	9.807688518377255
G?qvE{	8	6	2	5.0	3.3333333333333335	0.08	0.56	97	1	9.807688518377255
G?qvD{	8	6	2	5.0	3.3333333333333335	0.08	0.56	97	1	9.807688518377255
G?qvB{	8	6	2	5.0	3.1666666666666665	0.07	0.62	111	1	9.777518622180686
G?qvF{	8	7	2	5.5	3.2857142857142856	0.0	0.605	122	1	11.192609261828244
G?qtf_	8	4	2	3.3333333333333335	3.0	0.45	0.745	60	1	7.033222956847167
G?qtbo	8	4	2	3.5	2.75	0.17	0.72	111	1	6.849742261192857
G?qtfG	8	4	2	3.6666666666666665	3.0	0.41000000000000003	0.66	51	1	7.349334969450372
G?qteW	8	4	2	3.5	2.6666666666666665	0.395	0.715	65	1	7.483983413001363
G?qteK	8	4	2	4.0	3.0	0.38	0.715	68	1	7.606119105813881
G?qtbK	8	4	2	4.0	2.5	0.405	0.665	53	1	7.245687884282703
G?qta[	8	4	2	4.0	2.75	0.445	0.525	17	1	7.033222956847167
G?qtfo	8	5	2	4.0	3.0	0.275	0.655	77	1	8.25642526870234
G?qtfg	8	5	2	4.0	3.0	0.315	0.63	64	1	8.321141869344027
G?qtfW	8	5	2	4.0	3.0	0.315	0.5750000000000001	53	1	8.321141869344027
G?qtbw	8	5	2	4.0	3.0	0.275	0.655	77	1	8.25642526870234
G?qtfK	8	5	2	4.333333333333333	3.0	0.305	0.5750000000000001	55	1	8.422207972711195
G?qtbk	8	5	2	4.333333333333333	2.5	0.275	0.635	73	1	8.33573933494379
G?qte[	8	5	2	4.0	3.25	0.28	0.5700000000000001	59	1	8.538865096999384
G?qtb[	8	5	2	4.333333333333333	3.2	0.245	0.58	68	1	8.33573933494379
G?qtfw	8	6	2	4.5	3.1666666666666665	0.11	0.625	104	1	9.67831503255307
G?qtfk	8	6	2	4.666666666666667	3.0	0.145	0.5700000000000001	86	1	9.615773105863909
G?qtf[	8	6	2	4.666666666666667	3.3333333333333335	0.12	0.5650000000000001	90	1	9.71293470101541
G?qtb{	8	6	2	4.666666666666667	3.1666666666666665	0.1	0.625	106	1	9.67831503255307
G?qtf{	8	7	2	5.0	3.2857142857142856	0.0	0.61	123	1	11.10854089530147
G?qrf?	8	3	2	3.0	2.6666666666666665	0.0	1.0	201	1	6.0
G?qrd_	8	3	2	3.0	2.5	0.0	1.0	201	1	6.0
G?qrf_	8	4	2	3.3333333333333335	3.0	0.25	1.0	151	1	6.8666426339228765
G?qrfO	8	4	2	3.3333333333333335	2.6666666666666665	0.25	1.0	151	1	6.8666426339228765
G?qrdo	8	4	2	3.3333333333333335	2.6666666666666665	0.25	1.0	151	1	6.8666426339228765
G?qrfG	8	4	2	3.6666666666666665	2.6666666666666665	0.43	0.73	61	1	7.2
G?qrdg	8	4	2	3.6666666666666665	2.5	0.41000000000000003	1.0	119	1	7.349334969450372
G?qrbg	8	4	2	3.6666666666666665	2.5	0.43	0.84	83	1	7.2
G?qreW	8	4	2	3.6666666666666665	2.3333333333333335	0.405	0.91	102	1	7.122593469661797
G?qrdW	8	4	2	3.6666666666666665	2.3333333333333335	0.43	0.73	61	1	7.2
G?qrbW	8	4	2	3.6666666666666665	2.6666666666666665	0.405	0.91	102	1	7.122593469661797
G?qr`w	8	4	2	3.6666666666666665	2.6666666666666665	0.43	0.73	61	1	7.2
G?qreK	8	4	2	4.0	2.75	0.42	0.8200000000000001	81	1	7.2
G?qrdK	8	4	2	4.0	2.5	0.41000000000000003	0.54	27	1	7.349334969450372
G?qr`k	8	4	2	4.0	2.0	0.41000000000000003	0.54	27	1	7.349334969450372
G?qrc[	8	4	2	4.0	2.5	0.41500000000000004	0.555	29	1	7.216253667679649
G?qr`[	8	4	2	4.0	2.6666666666666665	0.35000000000000003	0.51	33	1	7.329165037789691
G?qrfo	8	5	3	3.6666666666666665	3.0	0.0	1.0	201	1	8.0
G?qrfg	8	5	2	4.0	3.0	0.325	1.0	136	1	8.21825270205921
G?qrfW	8	5	2	4.0	2.6666666666666665	0.29	0.985	140	1	8.21825270205921
G?qrdw	8	5	2	4.0	2.6666666666666665	0.325	1.0	136	1	8.21825270205921
G?qrbw	8	5	2	4.0	3.0	0.29	0.985	140	1	8.21825270205921
G?qrfK	8	5	2	4.333333333333333	3.0	0.25	0.965	144	1	8.400431019968835
G?qrdk	8	5	2	4.333333333333333	2.5	0.28	1.0	145	1	8.400431019968835
G?qre[	8	5	2	4.0	3.0	0.265	1.0	148	1	8.290275635261747
G?qrd[	8	5	2	4.333333333333333	3.0	0.25	0.965	144	1	8.400431019968835
G?qr`{	8	5	2	4.333333333333333	3.0	0.25	1.0	151	1	8.400431019968835
G?qrfw	8	6	3	4.333333333333333	3.0	0.17500000000000002	1.0	166	1	9.4565407529229
G?qrfk	8	6	2	4.666666666666667	3.0	0.135	1.0	174	1	9.615773105863909
G?qrf[	8	6	2	4.666666666666667	3.3333333333333335	0.125	1.0	176	1	9.615773105863909
G?qrd{	8	6	2	4.666666666666667	3.3333333333333335	0.135	1.0	174	1	9.615773105863909
G?qrf{	8	7	3	5.0	3.2857142857142856	0.025	1.0	196	1	10.91337623249849
G?qvbo	8	4	3	3.6666666666666665	3.0	0.0	1.0	201	1	7.0199601592044525
G?qvbg	8	4	2	4.0	3.0	0.41000000000000003	1.0	119	1	7.349334969450372
G?qvfo	8	5	3	4.0	3.2	0.315	1.0	138	1	8.321141869344027
G?qvfg	8	5	2	4.333333333333333	3.25	0.305	0.8	100	1	8.422207972711195
G?qvfW	8	5	2	4.333333333333333	3.0	0.28	0.875	120	1	8.538865096999384
G?qvdw	8	5	2	4.333333333333333	3.0	0.28	1.0	145	1	8.538865096999384
G?qvbw	8	5	3	4.333333333333333	3.0	0.275	1.0	146	1	8.33573933494379
G?qvfc	8	5	2	4.333333333333333	3.3333333333333335	0.335	0.93	120	1	8.9602043392737
G?qvfS	8	5	2	4.333333333333333	3.0	0.34500000000000003	0.665	65	1	8.845227743263393
G?qvds	8	5	2	4.333333333333333	3.3333333333333335	0.34500000000000003	0.665	65	1	8.845227743263393
G?qvbs	8	5	3	4.333333333333333	3.0	0.355	1.0	130	1	8.721344403334447
G?qvdk	8	5	2	4.666666666666667	3.0	0.335	0.745	83	1	8.9602043392737
G?qve[	8	5	2	4.5	3.2	0.34500000000000003	0.71	74	1	8.845227743263393
G?qvd[	8	5	2	4.666666666666667	3.2	0.34500000000000003	0.71	74	1	8.845227743263393
G?qvb[	8	5	2	4.666666666666667	3.2	0.355	0.67	64	1	8.721344403334447
G?qv`{	8	5	2	4.666666666666667	3.2	0.355	0.72	74	1	8.721344403334447
G?qvfw	8	6	3	4.666666666666667	3.25	0.16	1.0	169	1	9.615773105863909
G?qvfs	8	6	3	4.666666666666667	3.3333333333333335	0.3	1.0	141	1	9.761866743410746
G?qvfk	8	6	2	5.0	3.5	0.295	0.93	128	1	9.855844048495726
G?qvf[	8	6	2	5.0	3.6	0.29	0.79	101	1	9.80894306783797
G?qvd{	8	6	2	5.0	3.6	0.29	0.8300000000000001	109	1	9.80894306783797
G?qvb{	8	6	3	5.0	3.5	0.28500000000000003	1.0	144	1	9.753557058461848
G?qvf{	8	7	3	5.333333333333333	3.5714285714285716	0.19	1.0	163	1	11.070136695725395
G?qvRg	8	4	2	4.0	3.0	0.39	0.625	48	1	7.154748157905347
G?qvPw	8	4	2	4.0	3.0	0.41000000000000003	0.595	38	1	7.349334969450372
G?qvVo	8	5	2	4.333333333333333	3.0	0.28500000000000003	0.62	68	1	8.446359868604572
G?qvVg	8	5	2	4.5	3.2	0.28500000000000003	0.5750000000000001	59	1	8.446359868604572
G?qvUw	8	5	2	4.5	3.25	0.25	0.5650000000000001	64	1	8.64604654215744
G?qvTw	8	5	2	4.5	3.25	0.25	0.5650000000000001	64	1	8.64604654215744
G?qvRw	8	5	2	4.5	3.2	0.265	0.5700000000000001	62	1	8.42034105174945
G?qvUs	8	5	2	4.666666666666667	2.6666666666666665	0.335	0.625	59	1	8.9602043392737
G?qvTs	8	5	2	4.5	3.0	0.335	0.59	52	1	8.9602043392737
G?qvS{	8	5	2	4.5	3.25	0.335	0.535	41	1	8.9602043392737
G?qvVw	8	6	2	5.0	3.3333333333333335	0.09	0.56	95	1	9.807688518377255
G?qvVs	8	6	2	5.0	3.0	0.29	0.55	53	1	9.874007874011811
G?qvVk	8	6	2	5.0	3.5	0.28	0.515	48	1	9.836565874532182
G?qvU{	8	6	2	5.0	3.5	0.28500000000000003	0.485	41	1	9.897862851668314
G?qvT{	8	6	2	5.0	3.6666666666666665	0.28500000000000003	0.485	41	1	9.897862851668314
G?qvR{	8	6	2	5.0	3.5	0.28	0.515	48	1	9.836565874532182
G?qvV{	8	7	2	5.5	3.5714285714285716	0.165	0.52	72	1	11.236183552429717
G?qtrW	8	4	2	4.0	3.0	0.41000000000000003	0.595	38	1	7.349334969450372
G?qtvo	8	5	2	4.5	3.2	0.28500000000000003	0.5750000000000001	59	1	8.446359868604572
G?qtvg	8	5	2	4.333333333333333	3.2	0.28500000000000003	0.62	68	1	8.446359868604572
G?qtvW	8	5	2	4.5	3.25	0.25	0.5650000000000001	64	1	8.64604654215744
G?qtrw	8	5	2	4.5	3.2	0.24	0.5700000000000001	67	1	8.42034105174945
G?qtvw	8	6	2	5.0	3.3333333333333335	0.09	0.56	95	1	9.807688518377255
G?qtvs	8	6	2	5.0	3.3333333333333335	0.29	0.525	48	1	9.874007874011811
G?qtvk	8	6	2	5.0	3.5	0.3	0.52	45	1	9.761866743410746
G?qtv[	8	6	2	5.0	3.6666666666666665	0.28500000000000003	0.485	41	1	9.897862851668314
G?qtr{	8	6	2	5.0	3.5	0.28	0.515	48	1	9.836565874532182
G?qtv{	8	7	2	5.5	3.5714285714285716	0.165	0.52	72	1	11.236183552429717
G?qrvG	8	4	2	4.0	2.75	0.405	0.665	53	1	7.245687884282703
G?qrtg	8	4	2	4.0	2.75	0.41000000000000003	1.0	119	1	7.349334969450372
G?qrrg	8	4	2	4.0	3.0	0.405	0.74	68	1	7.245687884282703
G?qruW	8	4	2	4.0	2.75	0.38	0.915	108	1	7.606119105813881
G?qrtW	8	4	2	4.0	2.75	0.395	0.645	51	1	7.483983413001363
G?qrrW	8	4	2	4.0	2.75	0.395	0.645	51	1	7.483983413001363
G?qrpw	8	4	2	4.0	3.0	0.41000000000000003	0.54	27	1	7.349334969450372
G?qrvo	8	5	3	4.333333333333333	3.0	0.305	1.0	140	1	8.33573933494379
G?qrvg	8	5	3	4.333333333333333	3.0	0.275	1.0	146	1	8.33573933494379
G?qrvW	8	5	2	4.333333333333333	3.0	0.305	0.975	135	1	8.422207972711195
G?qrtw	8	5	2	4.333333333333333	3.0	0.28	0.835	112	1	8.400431019968835
G?qrrw	8	5	2	4.333333333333333	3.25	0.28	0.835	112	1	8.400431019968835
G?qrvS	8	5	2	4.666666666666667	2.6666666666666665	0.34500000000000003	0.665	65	1	8.845227743263393
G?qrts	8	5	2	4.5	3.0	0.34500000000000003	0.625	57	1	8.845227743263393
G?qrrs	8	5	2	4.666666666666667	2.6666666666666665	0.335	0.93	120	1	8.9602043392737
G?qrtk	8	5	2	4.666666666666667	3.2	0.355	0.72	74	1	8.721344403334447
G?qru[	8	5	2	4.666666666666667	3.0	0.34500000000000003	0.71	74	1	8.845227743263393
G?qrt[	8	5	2	4.666666666666667	3.2	0.34500000000000003	0.71	74	1	8.845227743263393
G?qrp{	8	5	2	4.666666666666667	3.25	0.335	0.655	65	1	8.9602043392737
G?qrvw	8	6	3	4.666666666666667	3.25	0.145	1.0	172	1	9.615773105863909
G?qrvs	8	6	3	5.0	3.0	0.3	1.0	141	1	9.761866743410746
G?qrvk	8	6	3	5.0	3.5	0.28500000000000003	1.0	144	1	9.753557058461848
G?qrv[	8	6	2	5.0	3.5	0.29	0.79	101	1	9.795462190866605
G?qrt{	8	6	2	5.0	3.6	0.29	0.79	101	1	9.795462190866605
G?qrr{	8	6	2	5.0	3.5	0.295	0.97	136	1	9.855844048495726
G?qrv{	8	7	3	5.333333333333333	3.5714285714285716	0.19	1.0	163	1	11.070136695725395
G?qvNo	8	5	2	4.5	3.0	0.28	0.65	75	1	8.377042156569665
G?qvNg	8	5	2	5.0	3.4	0.34500000000000003	0.53	38	1	8.845227743263393
G?qvMw	8	5	2	5.0	3.4	0.355	0.555	41	1	8.721344403334447
G?qvLw	8	5	2	5.0	3.4	0.34500000000000003	0.53	38	1	8.845227743263393
