BEST n=30 hc=13146 edges: 0-1 0-4 0-23 0-28 1-6 1-12 1-13 2-3 2-9 2-20 2-21 3-6 3-14 3-28 4-5 4-11 4-20 5-10 5-16 5-26 6-14 6-28 7-17 7-18 7-25 7-29 8-9 8-16 8-17 8-23 9-12 9-13 10-11 10-16 10-26 11-19 11-26 12-22 12-23 13-22 13-27 14-15 14-21 15-21 15-24 15-27 16-19 17-25 17-29 18-20 18-25 18-29 19-20 19-26 21-24 22-23 22-24 24-27 25-29 27-28
BEST n=30 hc=10788 edges: 0-1 0-5 0-6 0-28 1-6 1-13 1-28 2-3 2-9 2-22 2-27 3-14 3-15 3-28 4-5 4-11 4-20 4-26 5-10 5-16 6-8 6-20 7-17 7-18 7-25 7-29 8-16 8-17 8-23 9-12 9-13 9-21 10-11 10-16 10-26 11-19 11-26 12-22 12-23 12-24 13-24 13-27 14-15 14-21 14-27 15-21 15-24 16-19 17-25 17-29 18-20 18-25 18-29 19-20 19-26 21-23 22-24 22-27 23-28 25-29
BEST n=30 hc=10044 edges: 0-1 0-5 0-6 0-28 1-6 1-13 1-28 2-3 2-9 2-22 2-27 3-14 3-15 3-28 4-5 4-11 4-20 4-26 5-10 5-16 6-8 6-20 7-17 7-18 7-25 7-29 8-16 8-17 8-23 9-12 9-13 9-21 10-11 10-16 10-26 11-19 11-26 12-22 12-23 12-24 13-24 13-28 14-15 14-21 14-27 15-21 15-24 16-19 17-25 17-29 18-20 18-25 18-29 19-20 19-26 21-23 22-24 22-27 23-27 25-29
BEST n=30 hc=9756 edges: 0-1 0-5 0-6 0-28 1-6 1-13 1-28 2-3 2-21 2-22 2-27 3-14 3-15 3-28 4-5 4-11 4-20 4-26 5-10 5-16 6-8 6-20 7-17 7-18 7-25 7-29 8-16 8-17 8-23 9-12 9-13 9-14 9-21 10-11 10-16 10-26 11-19 11-26 12-22 12-23 12-24 13-24 13-28 14-15 14-27 15-21 15-24 16-19 17-25 17-29 18-20 18-25 18-29 19-20 19-26 21-23 22-24 22-27 23-27 25-29
BEST n=30 hc=8172 edges: 0-1 0-5 0-6 0-28 1-6 1-13 1-28 2-3 2-21 2-22 2-27 3-14 3-15 3-21 4-5 4-11 4-20 4-26 5-10 5-16 6-8 6-20 7-17 7-18 7-25 7-29 8-16 8-17 8-23 9-12 9-13 9-14 9-28 10-11 10-16 10-26 11-19 11-26 12-22 12-23 12-24 13-24 13-28 14-15 14-27 15-21 15-24 16-19 17-25 17-29 18-20 18-25 18-29 19-20 19-26 21-23 22-24 22-27 23-27 25-29
BEST n=30 hc=7140 edges: 0-1 0-5 0-6 0-28 1-6 1-13 1-28 2-3 2-21 2-22 2-27 3-14 3-15 3-21 4-5 4-11 4-20 4-26 5-10 5-16 6-8 6-20 7-17 7-18 7-25 7-29 8-16 8-17 8-19 9-12 9-13 9-24 9-28 10-11 10-16 10-26 11-19 11-26 12-14 12-22 12-23 13-24 13-28 14-15 14-27 15-21 15-24 16-19 17-25 17-29 18-20 18-25 18-29 19-26 20-23 21-23 22-24 22-27 23-27 25-29
BEST n=30 hc=5856 edges: 0-1 0-5 0-6 0-28 1-6 1-13 1-28 2-3 2-21 2-22 2-27 3-14 3-15 3-21 4-5 4-8 4-16 4-26 5-11 5-16 6-8 6-20 7-17 7-18 7-25 7-29 8-16 8-17 9-12 9-13 9-24 9-28 10-11 10-16 10-19 10-26 11-19 11-26 12-14 12-22 12-23 13-24 13-28 14-15 14-27 15-21 15-24 17-25 17-29 18-20 18-25 18-29 19-20 19-26 20-23 21-23 22-24 22-27 23-27 25-29
BEST n=30 hc=5256 edges: 0-1 0-5 0-6 0-28 1-6 1-13 1-28 2-3 2-21 2-22 2-27 3-12 3-14 3-21 4-5 4-8 4-16 4-26 5-11 5-16 6-8 6-20 7-17 7-18 7-25 7-29 8-16 8-17 9-12 9-13 9-24 9-28 10-11 10-16 10-19 10-26 11-19 11-26 12-14 12-23 13-24 13-28 14-15 14-27 15-21 15-22 15-24 17-25 17-29 18-20 18-25 18-29 19-20 19-26 20-23 21-23 22-24 22-27 23-27 25-29
BEST n=30 hc=5208 edges: 0-5 0-8 0-10 0-16 1-4 1-6 1-13 1-28 2-3 2-14 2-21 2-27 3-9 3-12 3-24 4-6 4-7 4-16 5-8 5-16 5-19 6-8 6-28 7-18 7-25 7-29 8-16 9-13 9-24 9-28 10-11 10-19 10-26 11-19 11-20 11-26 12-21 12-22 12-23 13-15 13-28 14-15 14-22 14-27 15-22 15-27 17-18 17-20 17-25 17-29 18-25 18-29 19-26 20-24 20-26 21-22 21-23 23-24 23-27 25-29
BEST n=30 hc=5136 edges: 0-5 0-8 0-10 0-16 1-4 1-6 1-13 1-28 2-3 2-14 2-21 2-27 3-9 3-12 3-24 4-6 4-7 4-16 5-8 5-16 5-19 6-8 6-28 7-18 7-25 7-29 8-16 9-13 9-24 9-28 10-11 10-19 10-26 11-19 11-20 11-26 12-21 12-22 12-23 13-15 13-28 14-15 14-22 14-27 15-21 15-22 17-18 17-20 17-25 17-29 18-25 18-29 19-26 20-24 20-26 21-23 22-27 23-24 23-27 25-29
